url,slug,batch,reason,required_dependency,current_status,next_review_date
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/derechos-del-detenido-guia-constitucional-honduras",derechos-del-detenido-guia-constitucional-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional",derechos-detenido-honduras-guia-constitucional,5,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-procedencia-defensa-honduras",despido-empleados-publicos-procedencia-defensa-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-injustificado-honduras-derechos-trabajador",despido-injustificado-honduras-derechos-trabajador,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-derechos",despido-laboral-honduras-derechos,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-guia-completa",despido-laboral-honduras-guia-completa,1,"NO_CHANGE","",NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-express-mutuo-acuerdo-honduras",divorcio-express-mutuo-acuerdo-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-honduras-guia-completa",divorcio-honduras-guia-completa,1,"NO_CHANGE","",NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-honduras-pasos-requisitos",divorcio-honduras-pasos-requisitos,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-tipos-requisitos-tiempos-honduras",divorcio-tipos-requisitos-tiempos-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-que-hacer-honduras",ejecucion-hipotecaria-que-hacer-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-abogados-nacaome",elegir-bufete-abogados-nacaome,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-multidisciplinario-ventajas-honduras",elegir-bufete-multidisciplinario-ventajas-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/elegir-tipo-sociedad-empresa-honduras",elegir-tipo-sociedad-empresa-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/empleador-no-paga-salario-honduras",empleador-no-paga-salario-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-civil/errores-contratos-civiles-honduras",errores-contratos-civiles-honduras,4,"Datos muy bajos (18 impresiones). Title/meta adecuados. Se difiere (INSUFFICIENT_DATA).","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-paso-a-paso-honduras",evaluacion-impacto-ambiental-paso-a-paso-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/tributario/facturacion-electronica-requisitos-sar",facturacion-electronica-requisitos-sar,8,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-penal/fianza-medidas-cautelares-proceso-penal-honduras",fianza-medidas-cautelares-proceso-penal-honduras,2,"Title/meta/H1 adecuados y alineados (Código Procesal Penal Decreto 9-99-E ya citado). CTR bajo a posición 11.4 se explica por competencia SERP, no por metadata.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/guarda-custodia-menores-tipos-honduras",guarda-custodia-menores-tipos-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/guia-aduanera-importaciones-honduras",guia-aduanera-importaciones-honduras,8,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-civil/herencias-honduras-fallece-familiar",herencias-honduras-fallece-familiar,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/herencias-transfronterizas-bienes",herencias-transfronterizas-bienes,5,"Title/meta/H1 alineados (sucesión, ISD, Modelo 720) y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/hondurenos-en-espana-guia-legal-completa",hondurenos-en-espana-guia-legal-completa,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-guia-personas-fisicas-honduras",impuesto-renta-guia-personas-fisicas-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras",jornada-laboral-horas-extra-descansos-honduras,6,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/practica-legal/lavado-activos-obligaciones",lavado-activos-obligaciones,8,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras",libertad-expresion-redes-sociales-honduras,4,"Datos muy bajos (4 impresiones). Title/meta adecuados. Se difiere (INSUFFICIENT_DATA).","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-calcular-reclamar-honduras",pension-alimenticia-calcular-reclamar-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-como-solicitarla",pension-alimenticia-honduras-como-solicitarla,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa",pension-alimenticia-honduras-guia-completa,1,"NO_CHANGE","",NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-notarial/poder-legal-honduras-cuando-se-necesita",poder-legal-honduras-cuando-se-necesita,1,"NO_CHANGE","",NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras",preguntas-frecuentes-antes-contratar-abogado-honduras,4,"Datos muy bajos (16 impresiones). Title adecuado. Se difiere (INSUFFICIENT_DATA).","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/problemas-legales-familiares-honduras",problemas-legales-familiares-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras",proteccion-datos-personales-derechos-arco-honduras,3,"Title/meta/H1 alineados y de calidad; CTR 7.14 alto. Sin cambios justificados.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/recurso-de-amparo-para-que-sirve-honduras",recurso-de-amparo-para-que-sirve-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/registrar-marca-paso-a-paso-honduras",registrar-marca-paso-a-paso-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/proceso-penal/sobreseimiento-definitivo-provisional",sobreseimiento-definitivo-provisional,5,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras",tipos-sociedad-mercantil-honduras,2,"Datos muy bajos (2 impresiones). Title/meta/H1 de calidad y alineados. Se difiere (INSUFFICIENT_DATA).","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-notarial/tramites-notariales-frecuentes-honduras",tramites-notariales-frecuentes-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
"https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/tributar-espana-bienes-guia",tributar-espana-bienes-guia,5,"Title/meta/H1 alineados (convenio de doble imposición, Modelo 720) y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras",union-de-hecho-requisitos-derechos-honduras,6,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras",usucapion-prescripcion-adquisitiva-honduras,9,"Title/meta/H1 alineados y de calidad.","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-penal/violencia-domestica-ruta-legal-honduras",violencia-domestica-ruta-legal-honduras,4,"Datos muy bajos (2 impresiones, posición 46). Title/meta/H1 adecuados. Se difiere (INSUFFICIENT_DATA).","",KEEP_NO_CHANGE,2026-09-01
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/violencia-intrafamiliar-denuncia-proteccion-honduras",violencia-intrafamiliar-denuncia-proteccion-honduras,-,"No publicado (no indexable); sin demanda GSC. No requiere noindex.","",UNPUBLISHED,2026-09-01
