url,slug,category,published,action_prev,clicks_90,impressions_90,final_decision,note
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/expropiacion-forzosa-derechos-propietario-honduras","expropiacion-forzosa-derechos-propietario-honduras","derecho-administrativo","true","KEEP","11","271","KEEP","Tráfico estable; sin cambio"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/contratacion-publica-licitaciones","contratacion-publica-licitaciones","derecho-administrativo","true","UPDATE","2","114","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/abogado-civil-choluteca","abogado-civil-choluteca","derecho-civil","true","KEEP","0","17","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-choluteca","pension-alimenticia-choluteca","derecho-de-familia","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/residencia-temporal-requisitos-plazos-honduras","residencia-temporal-requisitos-plazos-honduras","extranjeria-migracion","true","UPDATE","1","280","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/mediacion-vs-juicio-cual-elegir","mediacion-vs-juicio-cual-elegir","conciliacion-arbitraje","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-prescribe-delito-en-honduras","cuando-prescribe-delito-en-honduras","derecho-penal","true","UPDATE","7","504","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/proceso-penal/sobreseimiento-definitivo-provisional","sobreseimiento-definitivo-provisional","proceso-penal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/guarda-custodia-menores-tipos-honduras","guarda-custodia-menores-tipos-honduras","derecho-de-familia","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras","proteccion-datos-personales-derechos-arco-honduras","derechos-ciudadanos","true","KEEP","4","56","KEEP","Tráfico estable; sin cambio"
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/derechos-de-autor-proteccion-registro-honduras","derechos-de-autor-proteccion-registro-honduras","propiedad-intelectual","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer","ejecucion-hipotecaria-honduras-que-hacer","derecho-bancario","true","KEEP","5","77","KEEP","Tráfico estable; sin cambio"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026","pension-alimenticia-porcentaje-honduras-2026","derecho-de-familia","true","MERGE","104","2399","MERGE_PROPOSED","Requiere decisión editorial: ver cannibalization-decisions.csv (no se aplica redirect)"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/abogado-familia-choluteca","abogado-familia-choluteca","derecho-de-familia","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/mediacion-familiar-cuando-funciona-honduras","mediacion-familiar-cuando-funciona-honduras","conciliacion-arbitraje","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/tributario/impuestos-pequenas-empresas-guia-basica-honduras","impuestos-pequenas-empresas-guia-basica-honduras","tributario","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-calcular-reclamar-honduras","pension-alimenticia-calcular-reclamar-honduras","derecho-de-familia","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras","incumplimiento-contrato-comercial-honduras","derecho-mercantil","true","KEEP","0","26","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/proteccion-marcas-competencia-desleal","proteccion-marcas-competencia-desleal","propiedad-intelectual","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-guia-personas-fisicas-honduras","impuesto-renta-guia-personas-fisicas-honduras","tributario","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/testamentos-sucesiones-herencia-honduras","testamentos-sucesiones-herencia-honduras","derecho-civil","true","UPDATE","4","139","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional","derechos-detenido-honduras-guia-constitucional","derecho-penal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/refugio-asilo-solicitarlo","refugio-asilo-solicitarlo","extranjeria-migracion","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-derechos","despido-laboral-honduras-derechos","derecho-laboral","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos","poder-notarial-honduras-tipos-requisitos","derecho-notarial","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-san-marcos-de-colon-choluteca","abogados-en-san-marcos-de-colon-choluteca","practica-legal","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-san-lorenzo","abogados-en-san-lorenzo","practica-legal","false","KEEP","0","31","KEEP_INDEXABLE","No publicado; demanda potencial detectada → publicar con revisión"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/reclamar-deuda-legalmente-honduras","reclamar-deuda-legalmente-honduras","derecho-civil","true","UPDATE","13","667","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-abogado-honduras","como-elegir-abogado-honduras","practica-legal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/tributario/isv-impuesto-venta-tasas-obligaciones-honduras","isv-impuesto-venta-tasas-obligaciones-honduras","tributario","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-honduras","evaluacion-impacto-ambiental-honduras","derecho-ambiental","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras","diferencia-denuncia-querella-acusacion-honduras","derecho-penal","true","UPDATE","9","332","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras","contratos-trabajo-tipos-clausulas-honduras","derecho-laboral","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/proceso-penal/habeas-corpus-cuando-interponer-honduras","habeas-corpus-cuando-interponer-honduras","proceso-penal","true","UPDATE","10","447","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importaciones-san-lorenzo","importaciones-san-lorenzo","derecho-aduanero","true","KEEP","1","48","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-paso-a-paso-honduras","evaluacion-impacto-ambiental-paso-a-paso-honduras","derecho-ambiental","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras","cuando-necesito-abogado-penalista-honduras","derecho-penal","true","KEEP","0","48","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-pespire-choluteca","abogados-en-pespire-choluteca","practica-legal","false","KEEP","1","28","KEEP_INDEXABLE","No publicado; demanda potencial detectada → publicar con revisión"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/clausulas-abusivas-contratos-como-detectar-honduras","clausulas-abusivas-contratos-como-detectar-honduras","derecho-civil","true","KEEP","2","45","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/abogado-penalista-sur-honduras","abogado-penalista-sur-honduras","derecho-penal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importar-mercancias-guia-aduanera","importar-mercancias-guia-aduanera","derecho-aduanero","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-honduras-guia-completa","arbitraje-honduras-guia-completa","conciliacion-arbitraje","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-franquicia-aspectos","contratos-franquicia-aspectos","derecho-mercantil","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/contratos-arrendamiento-derechos-obligaciones-honduras","contratos-arrendamiento-derechos-obligaciones-honduras","derecho-civil","true","UPDATE","3","334","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/riesgos-profesionales-accidentes","riesgos-profesionales-accidentes","derecho-laboral","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/abogado-empresas-san-lorenzo","abogado-empresas-san-lorenzo","derecho-mercantil","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/derechos-consumidor-financiero-honduras-cnbs","derechos-consumidor-financiero-honduras-cnbs","derecho-bancario","true","KEEP","0","27","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/cobro-deudas-choluteca","cobro-deudas-choluteca","derecho-civil","true","KEEP","0","27","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/problemas-legales-familiares-honduras","problemas-legales-familiares-honduras","derecho-de-familia","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/tributario/facturacion-electronica-requisitos-sar","facturacion-electronica-requisitos-sar","tributario","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/adopcion-requisitos-proceso-honduras","adopcion-requisitos-proceso-honduras","derecho-de-familia","true","KEEP","0","5","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/herencias-honduras-fallece-familiar","herencias-honduras-fallece-familiar","derecho-civil","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/reagrupacion-familiar-hondurenos-espana","reagrupacion-familiar-hondurenos-espana","hondurenos-en-espana","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras","allanamiento-ilegal-violacion-domicilio-honduras","derecho-penal","true","KEEP","1","49","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/delitos-ambientales-como-denunciarlos-honduras","delitos-ambientales-como-denunciarlos-honduras","derecho-ambiental","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/violencia-domestica-ruta-legal-honduras","violencia-domestica-ruta-legal-honduras","derecho-penal","true","KEEP","0","2","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-tipos-requisitos-tiempos-honduras","divorcio-tipos-requisitos-tiempos-honduras","derecho-de-familia","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","central-riesgos-honduras-consultar-impugnar","derecho-bancario","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/practica-legal/costos-honorarios-abogados-como-funcionan-honduras","costos-honorarios-abogados-como-funcionan-honduras","practica-legal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/proceso-penal/recursos-sentencia-penal-apelacion-casacion-honduras","recursos-sentencia-penal-apelacion-casacion-honduras","proceso-penal","true","EXPAND","12","337","EXPAND_COMPLETED","Expansión propuesta en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/acoso-laboral-mobbing-honduras","acoso-laboral-mobbing-honduras","derecho-laboral","true","KEEP","0","6","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derecho-ambiental-honduras","derecho-ambiental-honduras","derecho-ambiental","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/custodia-hijos-honduras-juez","custodia-hijos-honduras-juez","derecho-de-familia","true","UPDATE","24","1293","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-como-solicitarla","pension-alimenticia-honduras-como-solicitarla","derecho-de-familia","false","UPDATE","5","225","KEEP_INDEXABLE","No publicado; demanda potencial detectada → publicar con revisión"
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-cuando-conviene-como-funciona-honduras","arbitraje-cuando-conviene-como-funciona-honduras","conciliacion-arbitraje","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","jornada-laboral-horas-extra-descansos-honduras","derecho-laboral","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/prescripcion-deudas-plazos-honduras","prescripcion-deudas-plazos-honduras","derecho-civil","true","MERGE","62","1834","MERGE_PROPOSED","Requiere decisión editorial: ver cannibalization-decisions.csv (no se aplica redirect)"
"https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-personas-fisicas-honduras","impuesto-renta-personas-fisicas-honduras","tributario","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/delitos-mas-comunes-honduras","delitos-mas-comunes-honduras","derecho-penal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/proceso-penal/juicio-oral-etapas-que-esperar-honduras","juicio-oral-etapas-que-esperar-honduras","proceso-penal","true","UPDATE","4","155","UPDATE_COMPLETED","Actualización propuesta (title/meta/H1) en patch manifest"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/elegir-tipo-sociedad-empresa-honduras","elegir-tipo-sociedad-empresa-honduras","derecho-mercantil","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","presentar-denuncia-conadeh-honduras","derechos-ciudadanos","true","KEEP","5","152","KEEP","Tráfico estable; sin cambio"
"https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-express-mutuo-acuerdo-honduras","divorcio-express-mutuo-acuerdo-honduras","derecho-de-familia","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-abogados-nacaome","elegir-bufete-abogados-nacaome","practica-legal","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/abogado-aduanero-san-lorenzo","abogado-aduanero-san-lorenzo","derecho-aduanero","true","KEEP","0","11","KEEP_INDEXABLE","Indexable; demanda moderada"
"https://www.pinedayasociadoshn.com/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","audiencia-inicial-proceso-penal-honduras","derecho-penal","true","DATA_REQUIRED","0","0","INSUFFICIENT_TRAFFIC_HISTORY","Sin demanda GSC en 180d; NOINDEX_CANDIDATE solo con autorización"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-que-hacer-honduras","ejecucion-hipotecaria-que-hacer-honduras","derecho-bancario","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-procedencia-defensa-honduras","despido-empleados-publicos-procedencia-defensa-honduras","derecho-administrativo","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/derechos-del-detenido-guia-constitucional-honduras","derechos-del-detenido-guia-constitucional-honduras","derechos-ciudadanos","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/derechos-consumidor-financiero-cnbs-honduras","derechos-consumidor-financiero-cnbs-honduras","derecho-bancario","false","NOINDEX","0","0","INSUFFICIENT_TRAFFIC_HISTORY","No publicado y sin demanda GSC; no requiere noindex (no indexable)"
