path,pattern,count
.backups/fase6d-lote-14-backup.json,todo,3
.backups/fase6d-lote-14-backup.json,placeholder,3
.backups/fase6-lote-7-backup.json,todo,5
.backups/fase6-lote-7-backup.json,placeholder,10
.backups/fase6-lote-10-backup.json,todo,7
.backups/fase6-lote-10-backup.json,placeholder,9
.backups/fase6d-lote-13-backup.json,todo,2
.backups/fase6d-lote-13-backup.json,placeholder,6
.backups/fase6d-pre-restore-wrong-articles.json,todo,4
.backups/fase6d-pre-restore-wrong-articles.json,placeholder,6
.backups/fase6-lote-6-backup.json,todo,10
.backups/fase6-lote-6-backup.json,placeholder,2
.backups/fase6-lote-9-backup.json,todo,11
.backups/fase6-lote-9-backup.json,placeholder,4
scripts/bing-auth-status.mjs,console_log,15
scripts/fix-editorial-placeholders.ts,console_log,24
scripts/fix-editorial-placeholders.ts,placeholder,20
scripts/google-analytics-live.mjs,console_log,24
scripts/google-analytics-live.mjs,hardcoded_localhost,1
scripts/auditar-cp.js,console_log,25
scripts/gsc-analytics.mjs,console_log,33
scripts/auditar-indexacion-prioritaria.mjs,console_log,12
scripts/auditar-indexacion-prioritaria.mjs,placeholder,2
scripts/seo-auth-doctor.mjs,todo,1
scripts/seo-auth-doctor.mjs,console_log,18
scripts/update-pension-db.ts,console_log,2
scripts/update-prestaciones-db.ts,console_log,2
scripts/extract-prestaciones.js,console_log,1
scripts/corregir-articulos.ts,todo,2
scripts/corregir-articulos.ts,explicit_any,5
scripts/corregir-articulos.ts,console_log,49
scripts/corregir-articulos.ts,placeholder,10
scripts/check-info-items.ts,console_log,7
scripts/bing-site-explorer-auth.mjs,console_log,23
scripts/seo-submit-indexnow.mjs,console_log,11
scripts/migrate-internal-links.ts,console_log,14
scripts/optimize-images.mjs,console_log,6
scripts/auditar-performance-publico.ts,console_log,28
scripts/update-changelog.js,console_log,1
scripts/fase3-validar-lote.ts,explicit_any,2
scripts/fase3-validar-lote.ts,console_log,14
scripts/fase3-validar-lote.ts,placeholder,1
scripts/detectar-posts-plantilla.ts,console_log,5
scripts/fase7b-aplicar-correcciones-juridicas.ts,console_log,14
scripts/fase7-consolidar-lote-a-corregido.ts,explicit_any,1
scripts/fase7-consolidar-lote-a-corregido.ts,console_log,3
scripts/auditar-delitos.js,deprecated,2
scripts/auditar-delitos.js,console_log,8
scripts/fase5a-paquetes-revision-humana.ts,explicit_any,2
scripts/fase5a-paquetes-revision-humana.ts,console_log,1
scripts/fase5a-paquetes-revision-humana.ts,placeholder,7
scripts/fase3b-reclasificar-lote.ts,explicit_any,4
scripts/fase3b-reclasificar-lote.ts,console_log,12
scripts/fase3b-reclasificar-lote.ts,placeholder,4
scripts/analyze-topics.js,console_log,2
scripts/seo-live-doctor.mjs,todo,1
scripts/seo-live-doctor.mjs,console_log,19
scripts/seo-live-doctor.mjs,placeholder,2
scripts/fase4b-integridad-correcciones.ts,console_log,4
scripts/fase4b-integridad-correcciones.ts,placeholder,9
scripts/bing-import-dashboard-export.mjs,console_log,18
scripts/fase7b-resolver-huerfanos.ts,console_log,7
scripts/fase3d-reconstruir-claims-ausentes.ts,console_log,11
scripts/fase7-aplicar-correcciones.ts,console_log,11
scripts/fase6-prepare-lote.ts,explicit_any,1
scripts/fase6-prepare-lote.ts,console_log,6
scripts/generar-inventario-completo.ts,explicit_any,1
scripts/generar-inventario-completo.ts,console_log,11
scripts/generar-inventario-completo.ts,placeholder,20
scripts/test-auto-linker.ts,todo,1
scripts/test-auto-linker.ts,console_log,3
scripts/fase7c-crawl-134.ts,explicit_any,1
scripts/fase7c-crawl-134.ts,console_log,13
scripts/visual-regression.cjs,console_log,31
scripts/google-search-console-live.mjs,console_log,21
scripts/google-search-console-live.mjs,hardcoded_localhost,1
scripts/fase6d-restore-wrong.ts,console_log,5
scripts/fase3b-verificar-lote.ts,console_log,7
scripts/restore-target-posts.ts,console_log,4
scripts/seo-ahrefs-audit.mjs,console_log,4
scripts/seo-ahrefs-audit.mjs,placeholder,22
scripts/fase7b-corregir-titles.ts,console_log,9
scripts/fase7b-inventario-definitivo.ts,console_log,5
scripts/ahrefs-analyze.mjs,console_log,20
scripts/update-allanamiento-db.ts,console_log,2
scripts/screenshot-audit.cjs,console_log,2
scripts/update-prescripcion-db.ts,console_log,2
scripts/fase3e-validar-produccion.mjs,todo,1
scripts/fase3e-validar-produccion.mjs,console_log,7
scripts/fase3e-validar-produccion.mjs,placeholder,2
scripts/cleanup-e2e-users.mjs,console_log,8
scripts/seo-update-ctas-tracking.ts,console_log,3
scripts/inspect-urls.mjs,console_log,3
scripts/check-delitos-articulos.mjs,console_log,6
scripts/submit-indexnow.mjs,console_log,52
scripts/analytics-validate.mjs,console_log,2
scripts/fase6c-inventory.ts,explicit_any,1
scripts/fase6c-inventory.ts,console_log,9
scripts/fase5a-extraer-claims.ts,console_log,6
scripts/fase7c-revalidacion-global.ts,console_log,21
scripts/playwright-audit.mjs,console_log,15
scripts/auth-google-cli.mjs,console_log,23
scripts/seo-content-audit.ts,todo,1
scripts/seo-content-audit.ts,console_log,30
scripts/seo-content-audit.ts,placeholder,1
scripts/audit-internal-links.ts,console_log,11
scripts/fase3-migrate.ts,explicit_any,1
scripts/fase3-migrate.ts,console_log,4
scripts/fix-long-metas.ts,console_log,23
scripts/fix-long-metas.ts,placeholder,2
scripts/dump-target-posts.ts,console_log,4
scripts/fase4b-validacion-produccion.ts,console_log,4
scripts/edit-prescripcion.js,console_log,1
scripts/seo-collect-authenticated.mjs,console_log,20
scripts/edit-domesticas.js,console_log,1
scripts/check-db-state.ts,console_log,11
scripts/fase3c-art71-bodies.ts,console_log,11
scripts/debug-body-text.ts,console_log,6
scripts/list-tables.mjs,console_log,5
scripts/debug-auto-linker.ts,console_log,9
scripts/edit-allanamiento.js,console_log,1
scripts/fase5a-aplicar-correcciones.ts,console_log,9
scripts/migrate-links-direct.ts,console_log,9
scripts/optimizar-seo-articulos-criticos.ts,console_log,4
scripts/optimizar-seo-articulos-criticos.ts,placeholder,1
scripts/fase3c-desbloquear.ts,console_log,19
scripts/fase4a-auditar-seo.ts,console_log,4
scripts/fase6-lote-aplicar-correcciones.ts,explicit_any,2
scripts/fase6-lote-aplicar-correcciones.ts,console_log,2
scripts/fase6-lote-aplicar-correcciones.ts,placeholder,1
scripts/rag-indexar.ts,todo,2
scripts/rag-indexar.ts,eslint_disable,2
scripts/rag-indexar.ts,console_log,39
scripts/fase6-lote-setup.ts,explicit_any,4
scripts/fase6-lote-setup.ts,console_log,1
scripts/fase6-calculate-inventory.ts,console_log,2
scripts/fase6-calculate-inventory.ts,placeholder,5
scripts/gen-favicon.mjs,console_log,5
scripts/seo-health-check.mjs,todo,1
scripts/seo-health-check.mjs,console_log,17
scripts/seo-health-check.mjs,placeholder,1
scripts/auth-generate-links.mjs,console_log,51
scripts/auth-generate-links.mjs,hardcoded_localhost,2
scripts/submit-sitemap-gsc.mjs,console_log,22
scripts/fase6-lote-db.ts,console_log,2
scripts/fase6-extract-bodies.ts,explicit_any,1
scripts/fase6-extract-bodies.ts,console_log,2
scripts/verify-chunks.mjs,todo,1
scripts/verify-chunks.mjs,console_log,7
scripts/fase7c-corregir-servicios-legales.ts,console_log,10
scripts/fase3-reclasificar-lote1.ts,explicit_any,2
scripts/fase3-reclasificar-lote1.ts,console_log,29
scripts/fase7-extraer-inventario.ts,explicit_any,6
scripts/fase7-extraer-inventario.ts,console_log,9
scripts/fase6-inventario.ts,explicit_any,2
scripts/fase6-inventario.ts,console_log,2
scripts/fase6-inventario.ts,placeholder,3
scripts/seo-indexability.ts,explicit_any,8
scripts/seo-indexability.ts,console_log,2
scripts/edit-pension-surgical.js,console_log,1
scripts/fix-long-titles.ts,todo,1
scripts/fix-long-titles.ts,console_log,23
scripts/fix-long-titles.ts,placeholder,9
scripts/optimizar-ctr-articulos-prioritarios.mjs,console_log,4
scripts/optimizar-ctr-articulos-prioritarios.mjs,placeholder,1
scripts/bing-site-explorer.mjs,console_log,25
scripts/generate-indexability.mjs,console_log,1
scripts/fase3b-auditar-seo.ts,explicit_any,1
scripts/fase3b-auditar-seo.ts,console_log,9
scripts/normalizar-blog.ts,todo,1
scripts/normalizar-blog.ts,console_log,28
scripts/normalizar-blog.ts,placeholder,2
scripts/corregir-p0-db.ts,console_log,22
scripts/corregir-p0-db.ts,placeholder,1
scripts/seo-upgrade-meta-fase2.ts,console_log,8
scripts/fase6-snapshot-neon.ts,explicit_any,5
scripts/fase6-snapshot-neon.ts,console_log,2
scripts/audit-canibalizacion.ts,console_log,6
scripts/fase4b-aplicar-estados-db.ts,console_log,8
scripts/ajustar-seo-residual-blog.ts,console_log,3
scripts/oauth-url.mjs,console_log,3
scripts/oauth-url.mjs,hardcoded_localhost,2
scripts/fase4a-paquetes-revision-humana.ts,console_log,2
scripts/fase4a-paquetes-revision-humana.ts,placeholder,7
scripts/debug-linker-final.ts,console_log,4
scripts/google-analytics-config.mjs,console_log,13
scripts/google-analytics-config.mjs,hardcoded_localhost,1
scripts/fase3b-aplicar-correcciones.ts,console_log,18
scripts/corregir-citas-criticas-blog.ts,console_log,7
scripts/corregir-citas-criticas-blog.ts,placeholder,2
scripts/backup-blog.ts,console_log,5
scripts/backup-blog.ts,placeholder,1
scripts/fase7-generar-artefactos-rapidos.ts,explicit_any,1
scripts/fase7-generar-artefactos-rapidos.ts,console_log,5
scripts/oauth-get-refresh-token.mjs,console_log,19
scripts/oauth-get-refresh-token.mjs,hardcoded_localhost,6
scripts/README.md,todo,1
scripts/README.md,deprecated,2
scripts/fase3b-fix-meta-fianza.ts,console_log,8
scripts/seo-indexability-audit.mjs,console_log,10
scripts/bing-auth-link.mjs,explicit_any,2
scripts/bing-auth-link.mjs,console_log,61
scripts/fase4b-recalcular-estados.ts,console_log,3
scripts/fase4b-recalcular-estados.ts,placeholder,2
scripts/bing-oauth-device.mjs,explicit_any,1
scripts/bing-oauth-device.mjs,console_log,31
scripts/fase3c-claims-finales.ts,todo,1
scripts/fase3c-claims-finales.ts,console_log,3
scripts/seo-update-blog-ctas.ts,console_log,4
scripts/seo-update-blog-ctas.ts,placeholder,1
scripts/bing-webmaster-live.mjs,console_log,16
scripts/blog_posts_dump.json,todo,1
scripts/fase6d-auth-inv.ts,explicit_any,1
scripts/fase6d-auth-inv.ts,console_log,6
scripts/fase6d-auth-inv.ts,placeholder,7
scripts/seo-validate-recrawl.mjs,console_log,11
scripts/seo-validate-recrawl.mjs,placeholder,1
scripts/fase3c-reclasificar.ts,console_log,17
scripts/fase5a-enriquecer-claims-manuales.ts,console_log,4
scripts/build-sw.mjs,console_log,5
scripts/build-sw.mjs,placeholder,8
scripts/validar-meta-seo.ts,console_log,16
scripts/import-bing-crawl-errors.ts,console_log,12
scripts/target_posts.json,todo,2
scripts/target_posts.json,placeholder,5
scripts/fase5-capturas.mjs,console_log,7
scripts/fase5-capturas.mjs,hardcoded_localhost,2
scripts/fase5-capturas.mjs,placeholder,1
scripts/fase3d-aplicar-correcciones-bodies.ts,console_log,14
scripts/fase3d-aplicar-correcciones-bodies.ts,placeholder,1
scripts/seo-unpublish-consolidated-posts.ts,console_log,22
scripts/seo-unpublish-consolidated-posts.ts,placeholder,1
scripts/fase4a-extraer-claims.ts,console_log,6
scripts/fase3c-backup.ts,console_log,2
scripts/fase6-lote-seo.ts,todo,1
scripts/fase6-lote-seo.ts,explicit_any,2
scripts/fase6-lote-seo.ts,console_log,1
scripts/fase4a-recalcular-estados.ts,console_log,5
scripts/debug-auto-linker-2.ts,console_log,3
scripts/fix-internal-redirects.ts,console_log,23
scripts/fix-internal-redirects.ts,placeholder,1
scripts/fase5a-aplicar-enlazado-interno.ts,console_log,8
scripts/qa-visual-cierre.mjs,console_log,4
scripts/qa-visual-cierre.mjs,hardcoded_localhost,2
scripts/restaurar-blog-backup.ts,explicit_any,7
scripts/restaurar-blog-backup.ts,console_log,27
scripts/restaurar-blog-backup.ts,placeholder,4
scripts/fase5a-recalcular-estados.ts,console_log,7
scripts/e2e-start.mjs,hardcoded_localhost,1
scripts/e2e-start.mjs,placeholder,3
scripts/test-service-account.mjs,console_log,38
scripts/load-env.cjs,todo,1
scripts/load-env.cjs,placeholder,2
scripts/seo-live-collect.mjs,todo,1
scripts/seo-live-collect.mjs,console_log,15
scripts/seo-live-collect.mjs,placeholder,1
scripts/fase3d-verificar-consistencia.ts,console_log,11
scripts/rag-extraer-pdfs.ts,console_log,13
scripts/validate-jsonld.mjs,console_log,5
scripts/seo-audit-gsc-ga4.mjs,console_log,39
scripts/seo-audit-gsc-ga4.mjs,hardcoded_localhost,1
scripts/phase1-optimize-posts.ts,todo,1
scripts/phase1-optimize-posts.ts,console_log,3
scripts/fase4a-inventario-y-seleccion.ts,console_log,5
scripts/fase6-apply-lote-db.ts,explicit_any,6
scripts/fase6-apply-lote-db.ts,console_log,6
scripts/extract-domesticas.js,console_log,1
scripts/audit-blog-seo.ts,console_log,24
scripts/fase6-planificacion.ts,explicit_any,7
scripts/fase6-planificacion.ts,console_log,2
scripts/fase4a-generar-fuentes-correcciones.ts,console_log,4
scripts/fase6d-prepare-lote.ts,explicit_any,1
scripts/fase6d-prepare-lote.ts,console_log,3
scripts/edit-prestaciones.js,todo,1
scripts/edit-prestaciones.js,console_log,1
scripts/fase5a-validacion-visual.mjs,console_log,2
scripts/fase6-db-rollback-selectivo.ts,explicit_any,1
scripts/fase6-db-rollback-selectivo.ts,console_log,9
scripts/fase6-db-rollback-selectivo.ts,placeholder,2
scripts/validar-blog.ts,todo,1
scripts/validar-blog.ts,console_log,21
scripts/validar-blog.ts,placeholder,2
scripts/analyze-topics-noaccents.js,console_log,2
scripts/fase3-exportar-lote.ts,explicit_any,1
scripts/fase3-exportar-lote.ts,console_log,4
scripts/fase4a-exportar-lote2.ts,console_log,10
scripts/fase6-lote-backup.ts,explicit_any,1
scripts/fase6-lote-backup.ts,console_log,1
scripts/extract-prescripcion.js,console_log,1
scripts/fase3-aplicar.ts,explicit_any,9
scripts/fase3-aplicar.ts,console_log,17
scripts/extract-allanamiento.js,console_log,1
scripts/fase7-diagnostico-db.ts,console_log,7
scripts/blog-ai-review.ts,console_log,38
scripts/blog-ai-review.ts,placeholder,2
scripts/auth-vercel-cli.mjs,console_log,15
scripts/fase3d-recalcular-estados.ts,console_log,18
scripts/fase3d-recalcular-estados.ts,placeholder,2
scripts/fase3-invalidar-lote1.ts,explicit_any,1
scripts/fase3-invalidar-lote1.ts,console_log,45
scripts/generate-llms-txt.mjs,console_log,7
scripts/fase7-consolidar-lote.ts,explicit_any,4
scripts/fase7-consolidar-lote.ts,console_log,12
scripts/validar-fechas-blog.ts,console_log,8
scripts/validar-fechas-blog.ts,placeholder,1
scripts/fase5a-aplicar-estados-db.ts,console_log,5
scripts/e2e-staging-sgie.ts,console_log,32
scripts/e2e-staging-sgie.ts,placeholder,1
scripts/fase3-ejecutor-deepseek.ts,explicit_any,3
scripts/fase3-ejecutor-deepseek.ts,console_log,26
scripts/update-domesticas-db.ts,console_log,2
scripts/fase6d-sync-bulk.ts,console_log,2
scripts/bing-wmt-audit.mjs,deprecated,1
scripts/bing-wmt-audit.mjs,console_log,14
scripts/content-audit.ts,console_log,14
scripts/content-audit.ts,placeholder,2
scripts/fase6-consolidar-lote.ts,explicit_any,5
scripts/fase6-consolidar-lote.ts,console_log,5
scripts/dump-blog-posts.ts,console_log,4
scripts/audit-internal-links-db.ts,console_log,12
scripts/audit-internal-links-db.ts,placeholder,1
scripts/blog-verify-fix.ts,todo,9
scripts/blog-verify-fix.ts,deprecated,4
scripts/blog-verify-fix.ts,console_log,87
scripts/blog-verify-fix.ts,placeholder,11
scripts/fase4a-aplicar-correcciones.ts,console_log,5
scripts/extract-pension.js,console_log,1
scripts/seo-snapshot.ts,explicit_any,5
scripts/seo-snapshot.ts,console_log,1
tests/fase4-local-espana.test.ts,placeholder,2
tests/fase3c-reglas-revision.test.ts,placeholder,4
tests/fase3-ai-review-notice.test.tsx,placeholder,2
tests/test-db-guard.test.ts,explicit_any,1
tests/test-db-guard.test.ts,hardcoded_localhost,2
tests/auth-secret-validation.test.ts,explicit_any,1
tests/auth-secret-validation.test.ts,placeholder,2
tests/fase3-servicios-prioritarios.test.ts,placeholder,1
tests/fase4b-integridad.test.ts,placeholder,15
tests/sgie-procedimientos.test.ts,placeholder,1
tests/sgie-readiness.test.ts,placeholder,1
tests/legal-review.test.ts,placeholder,1
tests/fase3e-sw-build-determinism.test.ts,placeholder,17
tests/seo-protection.test.ts,todo,1
tests/fase4a-orchestrator.test.ts,todo,1
tests/fase4a-orchestrator.test.ts,placeholder,1
tests/fase4b1-bulk-approval-ui.test.ts,placeholder,6
tests/fase4b5-retrieval-knowledge.test.ts,placeholder,1
tests/fase5b-cierre-integridad-lote3.test.ts,placeholder,7
tests/sgie-inteligencia.test.ts,placeholder,2
tests/fase3-review-invariants.test.ts,todo,1
tests/sgie-notificaciones.test.ts,placeholder,5
tests/sgie-seguimiento-documental.test.ts,placeholder,7
tests/fase4a-p2-05-p2-06-extended.test.ts,todo,1
tests/fase4a-p2-05-p2-06-extended.test.ts,placeholder,14
tests/fase3-deepseek-review.test.ts,explicit_any,1
tests/fase3-deepseek-review.test.ts,console_log,4
tests/fase4b1-bulk-approval-service.test.ts,placeholder,40
tests/sgie-estados.test.ts,placeholder,9
tests/sgie-resumen-ia.test.ts,placeholder,2
tests/calculo.test.ts,todo,1
tests/fase4a-clasificacion.test.ts,placeholder,2
tests/fase2-nucleo-durable.test.ts,placeholder,2
tests/catalogo-delitos.test.ts,deprecated,2
tests/catalogo-delitos.test.ts,placeholder,6
tests/setup.ts,console_log,1
tests/rate-limit.test.ts,placeholder,1
tests/sgie-extraccion-documental.test.ts,placeholder,13
tests/fase5a-risk-workload.test.ts,explicit_any,1
tests/fase5a-risk-workload.test.ts,placeholder,6
tests/fase4a-pipeline.test.ts,placeholder,3
tests/auth.test.ts,deprecated,2
tests/fase3-experiencia-operativa.test.ts,deprecated,1
tests/fase3-experiencia-operativa.test.ts,placeholder,12
tests/fase3d-claims-reconstruidos.test.ts,todo,1
tests/fase4b6-knowledge-copilot.test.ts,placeholder,1
tests/analytics-config.test.ts,deprecated,1
tests/blog-verify-fix.test.ts,todo,1
tests/blog-verify-fix.test.ts,deprecated,1
tests/blog-verify-fix.test.ts,placeholder,2
tests/clientes-idor.test.ts,todo,1
tests/2fa-verify-route.test.ts,todo,1
tests/sgie-motor-documental.test.ts,placeholder,4
tests/fase2-paginas-centrales.test.ts,placeholder,3
hooks/use-install-prompt.ts,todo,1
hooks/use-install-prompt.ts,deprecated,1
hooks/use-install-prompt.ts,eslint_disable,1
hooks/use-media-query.ts,eslint_disable,1
drizzle/seed-fase2.ts,console_log,16
drizzle/seed.ts,explicit_any,6
drizzle/seed.ts,console_log,15
drizzle/seed-sgie-demo-carlos.ts,console_log,31
drizzle/seed-sgie-demo-carlos.ts,placeholder,11
drizzle/seed-sgie-plantillas.ts,console_log,5
drizzle/seed-sgie-plantillas.ts,placeholder,3
drizzle/seed-sgie-procedimientos.ts,console_log,7
drizzle/seed-sgie-procedimientos.ts,placeholder,4
lib/auth.ts,deprecated,1
lib/auth.ts,console_log,5
lib/auth.ts,placeholder,2
lib/analytics.ts,console_log,3
lib/analytics.ts,placeholder,2
lib/legal-review.ts,todo,1
lib/legal-review.ts,placeholder,11
lib/blog.ts,placeholder,2
lib/http-errors.ts,console_log,1
lib/blog-hub.ts,deprecated,1
lib/estados-delitos.ts,placeholder,7
lib/ui.ts,placeholder,2
lib/page-content-db.ts,todo,1
lib/page-content-db.ts,explicit_any,1
lib/page-content-db.ts,hardcoded_localhost,2
lib/page-content-db.ts,placeholder,4
lib/lead-magnets.ts,todo,2
lib/catalogos.ts,placeholder,1
lib/audit.ts,console_log,2
lib/blog-db.ts,console_log,4
lib/blog-db.ts,hardcoded_localhost,1
lib/blog-db.ts,placeholder,2
lib/email.ts,console_log,7
lib/schema.ts,todo,1
lib/schema.ts,placeholder,35
lib/areas-db.ts,hardcoded_localhost,1
lib/areas-db.ts,placeholder,2
lib/icon-map.ts,placeholder,4
lib/faq-db.ts,hardcoded_localhost,1
lib/faq-db.ts,placeholder,2
lib/auth-2fa.ts,deprecated,4
lib/auth-2fa.ts,placeholder,2
lib/datetime.ts,todo,1
lib/datetime.ts,placeholder,1
lib/invitations.ts,hardcoded_localhost,1
lib/invitations.ts,placeholder,9
lib/rate-limit.ts,console_log,2
lib/site.ts,todo,3
lib/site.ts,placeholder,1
lib/types.ts,placeholder,1
lib/lead-magnet-pdf.tsx,todo,1
lib/captcha.ts,console_log,5
lib/csrf.ts,hardcoded_localhost,6
lib/internal-links.ts,eslint_disable,1
lib/places.ts,console_log,4
auditoria-seo/mcp-validation-2026-06-23.md,console_log,1
auditoria-seo/mcp-validation-2026-06-23.md,hardcoded_localhost,12
auditoria-seo/followup-2026-06-23.md,todo,1
auditoria-seo/followup-2026-06-23.md,deprecated,1
auditoria-seo/followup-2026-06-23.md,placeholder,7
auditoria-seo/mcp-seo-report-faq.md,hardcoded_localhost,34
auditoria-seo/mcp-seo-report-blog.md,todo,3
auditoria-seo/mcp-seo-report-blog.md,hardcoded_localhost,57
auditoria-seo/seguimiento-2026-06-25-implementacion.md,deprecated,1
auditoria-seo/seguimiento-2026-06-25-implementacion.md,placeholder,1
auditoria-seo/mcp-seo-report-home.md,hardcoded_localhost,82
auditoria-seo/seguimiento-2026-06-25-d0-postdeploy.md,placeholder,3
auditoria-seo/link-building-plan-2026-06-23.md,todo,1
auditoria-seo/mcp-seo-report-despacho.md,hardcoded_localhost,61
e2e/fase4b-visual.spec.ts,hardcoded_localhost,1
e2e/fase4b-visual.spec.ts,placeholder,3
e2e/sgie-demo.spec.ts,placeholder,1
e2e/fase5-design.spec.ts,hardcoded_localhost,3
e2e/auth-flow.spec.ts,hardcoded_localhost,1
e2e/fase3e-visual.spec.ts,console_log,1
e2e/fase3e-visual.spec.ts,hardcoded_localhost,1
e2e/fase3e-visual.spec.ts,placeholder,7
data/images.ts,placeholder,1
data/landings-locales.ts,todo,7
data/articulos_cp.json,todo,40
data/articulos_cp.json,placeholder,19
data/codigo_trabajo_verificado.json,todo,3
data/codigo_trabajo_verificado.json,placeholder,1
data/lote-penal-1.json,todo,4
data/lote-penal-1.json,placeholder,5
data/codigo_comercio.json,todo,88
data/codigo_comercio.json,placeholder,41
data/codigo_tributario.json,todo,7
data/codigo_tributario.json,placeholder,8
data/delitos.json,todo,8
data/delitos.json,placeholder,8
data/delitos-estados.json,placeholder,1
data/delitos-validacion.json,placeholder,171
data/areas-juridicas.ts,todo,2
data/areas-juridicas.ts,placeholder,3
data/codigo_trabajo.json,todo,143
data/codigo_trabajo.json,placeholder,12
data/articulos_constitucion.json,todo,26
data/articulos_constitucion.json,placeholder,16
data/ramas_juridicas.json,placeholder,2
data/codigo_civil.json,todo,190
data/codigo_civil.json,placeholder,42
docs/analytics-events.md,placeholder,1
docs/indexacion-plan-decision.md,placeholder,2
public/manifest.json,explicit_any,2
public/sw.template.js,placeholder,3
docs/security/runbook-backup-restore.md,console_log,1
docs/security/security-stabilization-pr.md,placeholder,7
docs/security/phase-0-pr-checklist.md,placeholder,3
docs/security/staging-security-validation.md,placeholder,2
docs/ops/build-and-deploy.md,placeholder,1
docs/ops/fase-4a-staging-validation.md,placeholder,3
docs/ops/production-go-no-go.md,todo,1
docs/ops/production-go-no-go.md,placeholder,2
docs/ops/staging-rollback.md,todo,1
docs/ops/production-readiness-checklist.md,todo,1
docs/ops/staging-neon-final-status.md,placeholder,1
docs/ops/staging-security-validation.md,todo,1
docs/ops/staging-security-validation.md,placeholder,1
docs/ops/fase-2-staging-validation.md,todo,1
docs/ops/fase-2-staging-validation.md,hardcoded_localhost,1
docs/ops/fase-2-staging-validation.md,placeholder,6
docs/ops/fase-3-staging-validation.md,todo,1
docs/analytics/fase-1-medicion-atribucion-rastreo.md,placeholder,11
docs/analytics/fase-1b-cierre-productivo.md,placeholder,7
docs/analytics/fase-3-enlazado-conversion.md,placeholder,3
docs/analytics/configuracion-y-validacion.md,hardcoded_localhost,1
docs/analytics/fase-3b-validacion-enlazado-conversion.md,placeholder,17
docs/implementation/mvp-fase-4-ia-documental-deepseek.md,todo,1
docs/implementation/mvp-fase-4-ia-documental-deepseek.md,placeholder,9
docs/implementation/staging-validacion-e2e-mvp-sgie.md,placeholder,9
docs/implementation/mvp-fase-1-magic-links-upload-seguro.md,console_log,1
docs/implementation/mvp-fase-1-magic-links-upload-seguro.md,placeholder,15
docs/implementation/staging-entorno-seguro-sgie.md,placeholder,2
docs/implementation/mvp-fase-3-extraccion-ocr-revision-asistente.md,todo,1
docs/implementation/mvp-fase-3-extraccion-ocr-revision-asistente.md,placeholder,16
docs/implementation/mvp-fase-5-listo-para-revision-dashboard.md,todo,1
docs/implementation/mvp-fase-5-listo-para-revision-dashboard.md,placeholder,13
docs/implementation/mvp-fase-2-seguimiento-documental.md,placeholder,12
docs/changelog/archive-2026-H1.md,deprecated,2
docs/changelog/archive-2026-H1.md,placeholder,28
docs/adr/ADR-004-outbox-pattern.md,todo,1
docs/adr/ADR-004-outbox-pattern.md,placeholder,2
docs/adr/ADR-013-bulk-document-approval.md,todo,3
