# pr25-final-diff-inventory.csv — generado por scripts/generate-pr25-diff-inventory.mjs
# head=5218755aa9d41343beb48e504b5574b187724e15 main=57aa3edd39ea1aed769d8cd7eb807ac71eb47602 date=2026-07-30T09:56:51.430Z
# 288 archivos. Clasificación determinista por ruta.
path,status,area,risk,public_runtime,private_runtime,database,migration,security,editorial,generated,tests,docs,expected,owner_step,issue,final_status
app/api/revalidate/route.ts,M,PUBLIC_API,LOW,true,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
app/api/whatsapp/route.ts,M,PUBLIC_API,LOW,true,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
app/globals.css,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/robots.ts,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap-authors.xml/route.ts,A,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap-blog.xml/route.ts,A,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap-local.xml/route.ts,A,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap-pages.xml/route.ts,A,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap-services.xml/route.ts,A,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
app/sitemap.ts,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/blog/blog-card.tsx,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
components/blog/blog-explorer.tsx,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
components/blog/blog-pagination.tsx,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
components/blog/blog-search.tsx,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
components/blog/blog-sidebar.tsx,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
components/chat/chat-widget.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/cookie-consent.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/breadcrumbs.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/consultation-cta.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/cta-buttons.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/landing-local.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/legal-disclaimer.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/legal-document.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/live-widgets.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/public-footer.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/public-header.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/service-card.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/solicitar-consulta-form.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/trust-bar.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
components/marketing/trust-limits.tsx,M,PUBLIC_UI,LOW,true,false,false,false,false,false,false,false,false,steps_1_to_12_public,step_1_to_13_or_block_b,none,EXPECTED
data/areas-juridicas.ts,M,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/blog/blog-metadata-change-plan.ts,A,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/blog/blog-metadata-overrides.ts,A,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/blog/blog-route-decisions.ts,A,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/blog/types.ts,M,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/faq.ts,M,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/faqs-hubs.ts,M,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/landings-locales.ts,M,DATA_LEGAL,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/compraventa-inmuebles-aspectos-legales-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/contratos-arrendamiento-derechos-obligaciones-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/danos-perjuicios-indemnizacion-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/herencias-honduras-fallece-familiar.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/poder-legal-honduras-cuando-se-necesita.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/prescripcion-deudas-plazos-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/reclamar-deuda-legalmente-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/civil-notarial/testamentos-sucesiones-herencia-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/custodia-hijos-honduras-juez.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/divorcio-honduras-guia-completa.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/guarda-custodia-menores-tipos-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/pension-alimenticia-honduras-como-solicitarla.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/pension-alimenticia-honduras-guia-completa.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/pension-alimenticia-porcentaje-honduras-2026.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/union-de-hecho-requisitos-derechos-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/familia/violencia-intrafamiliar-denuncia-proteccion-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/acoso-laboral-mobbing-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/calcular-liquidacion-laboral-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/calcular-prestaciones-laborales-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/derechos-trabajadora-embarazada-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/despido-injustificado-honduras-derechos-trabajador.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/despido-laboral-honduras-guia-completa.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/empleador-no-paga-salario-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/laboral/jornada-laboral-horas-extra-descansos-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/competencia-desleal-como-denunciar-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/constitucion-empresas-honduras-pasos-legales.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/contratos-franquicia-aspectos.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/contratos-mercantiles-esenciales-empresas-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/elegir-tipo-sociedad-empresa-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/incumplimiento-contrato-comercial-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/tipos-sociedad-mercantil-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/mercantil/titulos-valores-cheques-sin-fondo-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/allanamiento-ilegal-violacion-domicilio-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/audiencia-inicial-proceso-penal-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/cuando-prescribe-delito-en-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/derechos-detenido-honduras-guia-constitucional.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/diferencia-denuncia-querella-acusacion-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/estafas-fraudes-tipos-penales-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/fianza-medidas-cautelares-proceso-penal-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/article-editorial-proposals/penal/que-hacer-si-me-detienen-en-honduras.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/canonical-paths.json,M,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/editorial-cutover.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/phase3-editorial-overrides.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
data/seo/preview-blog-fixtures.json,A,SEO_LIVE,LOW,true,false,false,false,false,false,true,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/bing-live-report.md,M,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/current/blog-table-inventory.csv,A,EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/current/blog-table-render-transformation.csv,A,EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/current/floating-widget-collision-matrix.csv,A,EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/current/public-accessibility-runtime-validation.csv,A,EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/current/public-accessibility-surface-audit.csv,A,EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/audits/seo-live-summary.md,M,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/security/blog-html-render-boundaries.csv,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/security/blog-html-sanitization-audit.csv,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/security/generated-legal-cta-audit.csv,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/security/incidents/2026-07-28-neon-credential-exposure.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/security/public-form-log-audit.csv,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-body-freeze-after.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-body-freeze-baseline.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-editorial-inventory.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-links-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-metadata-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-metadata-change-report.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-pagination-runtime-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-pagination-surface-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-read-model-consumer-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-read-performance-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-recovery-diff.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-recovery-inventory.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-route-count-reconciliation.md,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-route-reconciliation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/blog-route-runtime-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/content-action-matrix.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/content-priority-queue.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/crawl-runtime-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/crawl-surface-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/editorial-signature-queue.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/editorial-signature-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/faq-inventory.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/faq-runtime-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/faq-schema-surface-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/gsc-cannibalization-report.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/gsc-low-ctr-report.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/gsc-opportunity-report.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/gsc-query-page-map.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/internal-link-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/landings-inventory.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/lawyer-article-attribution-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/lawyer-profile-identity-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/lawyer-profile-performance-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/lawyer-review-queue.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/legal-source-registry.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
