id,source_file,source_row_or_section,path_or_object,domain,original_priority,original_recommendation,current_status,current_evidence,decision,implementation_commit,tests,remaining_action,risk,production_required
INV-0014,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,15,AGENTS.md,repository,P1,REESCRIBIR_GOBERNANZA,DONE_VERIFIED,El objeto continúa versionado con cambios posteriores al snapshot y queda cubierto por los gates actuales; sha256=9fb982e6670d85add89cc0ab8839556501b183c50f8925ab01f2e35637371d9b.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; CI main 30368420582,,Alto,false
INV-0015,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,16,package-lock.json,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=eafcae596012b3e36e342a2b8e34a0cf54291b8c110b90bab2f855a90cff8f9f. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0016,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,17,auditoria-acciones.md,repository,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/auditoria-acciones.md; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0017,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,18,AUDIT_REPOSITORY_REPORT.md,repository,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,DELETE,Ausente de HEAD; retirada trazable en 65aaba2261b2e7c9cab8ff83e7de265ea2912e35. Los gates actuales no detectan consumidores rotos.,DELETE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; git diff --check,,Alto,false
INV-0018,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,19,eslint.config.mjs,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=4dea300ccb1956eea439ca4e91ec39bff5168b8970574aca1dd4bf088bba9ca2. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0019,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,20,tsconfig.json,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=88fa746a74b5af326790bd51bb9e59f784bc50ecdb4d9ede7c275b064052c8c8. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0020,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,21,PLAN_CORRECCION_VERACIDAD_SEO_GEO_PUBLICO.md,public-web,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,DELETE,Ausente de HEAD; retirada trazable en 65aaba2261b2e7c9cab8ff83e7de265ea2912e35. Los gates actuales no detectan consumidores rotos.,DELETE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; git diff --check,,Alto,false
INV-0021,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,22,auditoriatotal.mc,repository,P1,ARCHIVAR_COMO_HISTORICO,KEEP,"Archivo versionado en HEAD; sha256=af1893cb659b87a1ad59786f25e2d3bdb67e1ab99ae2597e947b4033186328cf. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Alto,false
INV-0022,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,23,README.md,repository,P1,ACTUALIZAR,DONE_VERIFIED,El objeto continúa versionado con cambios posteriores al snapshot y queda cubierto por los gates actuales; sha256=25f80c11fe23927f1e48ed28f1a732502c18493143ba16719f94ef59bc0f500e.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; CI main 30368420582,,Alto,false
INV-0023,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,24,.gitignore,repository,P1,REESCRIBIR_COMPLETO,DONE_VERIFIED,El objeto continúa versionado con cambios posteriores al snapshot y queda cubierto por los gates actuales; sha256=d624040ead7a111ce14f0d19c6a54db0a7244c7b03163fc3f696f25152b9d0cf.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; CI main 30368420582,,Alto,false
INV-0024,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,25,AUDITORIA_VERACIDAD_SEO_GEO_CONTENIDO_PUBLICO_PINEDA.md,public-web,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,DELETE,Ausente de HEAD; retirada trazable en 65aaba2261b2e7c9cab8ff83e7de265ea2912e35. Los gates actuales no detectan consumidores rotos.,DELETE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; git diff --check,,Alto,false
INV-0025,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,26,SEO_AUDIT_CHECKLIST.md,public-web,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,DELETE,Ausente de HEAD; retirada trazable en 65aaba2261b2e7c9cab8ff83e7de265ea2912e35. Los gates actuales no detectan consumidores rotos.,DELETE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; git diff --check,,Alto,false
INV-0026,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,27,CHANGELOG.md,repository,P1,NORMALIZAR,DONE_VERIFIED,El objeto continúa versionado con cambios posteriores al snapshot y queda cubierto por los gates actuales; sha256=dd83d6fec7dacdd77d0fa605705b41eccfd1624e2f389c7e70b04935370f9e77.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; CI main 30368420582,,Alto,false
INV-0027,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,28,SEO_GEO_ACTION_PLAN.md,public-web,P1,MOVER_A_DOCS_AUDITS_ARCHIVE,DELETE,Ausente de HEAD; retirada trazable en 65aaba2261b2e7c9cab8ff83e7de265ea2912e35. Los gates actuales no detectan consumidores rotos.,DELETE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; git diff --check,,Alto,false
INV-0028,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,29,playwright.e2e.config.ts,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=1ec1bddc3ad0a9281ebc072bf247093b44e98e5e103f28a8422f31708d8f30de. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0029,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,30,.vercelignore,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=5b68a946145ab816d3ee57c8ccdacc04bdde35d3a0cd015ac47fd8caf4d1443a. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0030,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,31,next.config.ts,repository,P2,MODULARIZAR_Y_RETIRAR_CONFIG_OBSOLETA,DONE_VERIFIED,El objeto continúa versionado con cambios posteriores al snapshot y queda cubierto por los gates actuales; sha256=e2cb2460abf489802d525d04421008bdac139661e739885ab0359c879d7b9168.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; CI main 30368420582,,Medio,false
INV-0031,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,32,app/layout.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=989ca8c52d1b33c739ea1575b314a4b73d8268cd43ade9e0fd74c7d8bc15545b. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0032,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,33,app/globals.css,repository,P2,MANTENER_Y_PLANIFICAR_REFACTORIZACION,KEEP,"Archivo versionado en HEAD; sha256=f34cb9ff737f62389d50896f465bcfd72bea52401ecc64968d60d1195505c2bb. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Medio,false
INV-0033,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,34,app/auth-context.tsx,security,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=89bf5afd5d0ccdde100ee12edd2143a0982e6fd47d69ed1e7cc51bd660901b5d. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0034,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,35,app/favicon.ico,assets,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=d6deaa79b58619fa4889f7cc5f21e5e61b08df9e42ff1e51cc57748d552b8f3c. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0035,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,36,app/article-modal.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=60dbbee58ce04df50c000b198dcb92d45f0dfd49f0c2acd0c76f73f99ae2e6f2. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0036,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,37,app/robots.ts,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=1be7fd014e46c9bb0583ec2d41a15725216cec163d6f0b4c86e080a806407e1b. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0037,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,38,app/not-found.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=67fb3cdfc36d223313629b744a999756b6e132a7039e9b80401130b013f40378. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0038,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,39,app/error.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=4577a81711c14d9d8ea49271d0e9b252f7e6c60aed2157b13481fc143f86d73d. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0039,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,40,app/types.ts,repository,P1,INTEGRAR_EN_RUNTIME_O_RETIRAR,DONE_VERIFIED,Existe y no figura como archivo no usado en Knip actual.,KEEP_ACTIVE_GRAPH,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run verify; npm run repo:knip,,Alto,false
INV-0040,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,41,app/sitemap.ts,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=b5d58ebd2d0904a999722eec98cde20fdcb0b8de30416326c62453211a01d992. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0041,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,42,app/global-error-boundary.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=ece1be7655f046d53a018a8950bfb5c789a692cb33b0e1bc628478553b937b38. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0042,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,43,app/error-boundary.tsx,repository,P3,MANTENER_Y_REVISAR,ARCHIVE,La evidencia histórica se conserva en components/error-boundary.tsx; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Bajo,false
INV-0043,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,44,app/theme-context.tsx,repository,P3,MANTENER_Y_REVISAR,ARCHIVE,La evidencia histórica se conserva en components/providers/theme-context.tsx; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Bajo,false
INV-0044,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,45,components/analytics-scripts.tsx,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=30aa77cf691168c604c6925057182f21a9b723c627c60f39c231be166c14a330. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0045,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,46,components/cookie-consent.tsx,repository,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=8dc7471914fbcce2daad336b15b293d58abf7db63529433b2360314dde9ed5ac. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0046,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,47,auditoria_seo/README_AUDITORIA_BING.md,public-web,P2,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/auditoria-seo-bing/README_AUDITORIA_BING.md; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Medio,false
INV-0047,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,48,.backups/fase6d-lote-12-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6d-lote-12-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0048,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,49,.backups/fase6-lote-11-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-11-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0049,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,50,.backups/fase6-lote-8-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-8-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0050,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,51,.backups/fase6-lote-5-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-5-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0051,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,52,.backups/fase6d-lote-14-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6d-lote-14-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0052,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,53,.backups/fase6-lote-7-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-7-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0053,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,54,.backups/fase6-lote-10-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-10-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0054,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,55,.backups/fase6d-lote-13-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6d-lote-13-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0055,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,56,.backups/fase6d-pre-restore-wrong-articles.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6d-pre-restore-wrong-articles.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0056,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,57,.backups/fase6-lote-6-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-6-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0057,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,58,.backups/fase6-lote-9-backup.json,repository,P1,EXTERNALIZAR_O_ELIMINAR_TRAS_VALIDAR,ARCHIVE,La evidencia histórica se conserva en docs/audits/archive/2026-07-27/repository/legacy-backups/fase6-lote-9-backup.json; no forma parte del runtime activo.,ARCHIVE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,npm run docs:links; node tools/ci/repo-hygiene.mjs,,Alto,false
INV-0058,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,59,scripts/bing-auth-status.mjs,security,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=5a070679fe9286a9457aa52e399e41e508b04c83f40f9ffdb7cec20991d6b9db. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0059,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,60,scripts/fix-editorial-placeholders.ts,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=9ccbaa894b7e9f7cc1e643b4b2c7e6ae14d6fa9949f720c54e9ddea65dc30a79. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0060,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,61,scripts/google-analytics-live.mjs,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=787e26c3ff1a47d25d78a4b776500491d8aea3999ffdd88448551b15beffd79c. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0061,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,62,scripts/auditar-cp.js,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=121d282b9a39851072738cb120b76d4beddd4859ab251b743d13bfb8c336d7b9. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0062,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,63,scripts/gsc-analytics.mjs,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=abcbee8c35590f7b057942b998f1185861a52d644a6192a71a337ee710027e44. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0063,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,64,scripts/auditar-indexacion-prioritaria.mjs,tooling,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=072628dc849a17989265c3a466c520f4cda5e10fb3faa638e68d9f1831b46047. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
INV-0064,docs/audits/archive/2026-07-27/repository/data/inventario-archivos.csv,65,scripts/seo-auth-doctor.mjs,security,P3,MANTENER_Y_REVISAR,KEEP,"Archivo versionado en HEAD; sha256=29266494f7b678e367042e43b47d23718372d483cb61e14e8432791528718345. Higiene, boundaries, build y Knip no muestran un defecto activo atribuible a esta fila.",KEEP,,npm run verify; npm run repo:knip,,Bajo,false
