"path","surface_type","public","indexable","requires_auth","robots_group","allowed","disallowed","in_sitemap","http_status","canonical","redirect_destination","source_of_truth","issue","action","final_status"
"/abogados-en-namasigue","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-namasigue","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-orocuina","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-orocuina","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-langue","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-langue","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-amapala","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-amapala","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-caridad","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-caridad","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-alianza","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-alianza","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-concepcion-de-maria","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-concepcion-de-maria","","canonical-paths.json","NONE","NONE","PASS"
"/abogados-en-san-antonio-de-flores","local","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/abogados-en-san-antonio-de-flores","","canonical-paths.json","NONE","NONE","PASS"
"/despacho","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/despacho","","canonical-paths.json","NONE","NONE","PASS"
"/preguntas-frecuentes","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/preguntas-frecuentes","","canonical-paths.json","NONE","NONE","PASS"
"/blog","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog","","canonical-paths.json","NONE","NONE","PASS"
"/solicitar-consulta","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/solicitar-consulta","","canonical-paths.json","NONE","NONE","PASS"
"/hondurenos-en-espana","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/hondurenos-en-espana","","canonical-paths.json","NONE","NONE","PASS"
"/como-llegar","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/como-llegar","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-de-familia","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-de-familia","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-laboral","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-laboral","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-civil-y-notarial","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-civil-y-notarial","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-mercantil-empresarial","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-mercantil-empresarial","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-bancario-y-financiero","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-bancario-y-financiero","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-administrativo-y-servicio-civil","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-administrativo-y-servicio-civil","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/derecho-aduanero-y-comercio-exterior","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/derecho-aduanero-y-comercio-exterior","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/regulacion-sanitaria","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/regulacion-sanitaria","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/extranjeria-en-honduras","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/extranjeria-en-honduras","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/propiedad-intelectual","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/propiedad-intelectual","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/tributario-fiscal","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/tributario-fiscal","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/ambiental-regulatorio","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/ambiental-regulatorio","","canonical-paths.json","NONE","NONE","PASS"
"/servicios-juridicos/conciliacion-y-arbitraje","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/servicios-juridicos/conciliacion-y-arbitraje","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/atencion-casos-penales-litigiosos","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/atencion-casos-penales-litigiosos","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/mediacion-conflictos-penales-y-multas","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/mediacion-conflictos-penales-y-multas","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/menores-justicia-juvenil","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/menores-justicia-juvenil","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/proceso-penal-completo","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/proceso-penal-completo","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/recursos-y-defensa-avanzada","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/recursos-y-defensa-avanzada","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/estrategia-penal-y-litigio","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/estrategia-penal-y-litigio","","canonical-paths.json","NONE","NONE","PASS"
"/derecho-penal/ejecucion-penal-y-beneficios","services","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/derecho-penal/ejecucion-penal-y-beneficios","","canonical-paths.json","NONE","NONE","PASS"
"/hondurenos-en-espana/gestion-documental-y-legalizacion","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/hondurenos-en-espana/gestion-documental-y-legalizacion","","canonical-paths.json","NONE","NONE","PASS"
"/hondurenos-en-espana/actos-notariales-internacionales","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/hondurenos-en-espana/actos-notariales-internacionales","","canonical-paths.json","NONE","NONE","PASS"
"/hondurenos-en-espana/asuntos-civiles-y-familiares-desde-el-extranjero","pages","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/hondurenos-en-espana/asuntos-civiles-y-familiares-desde-el-extranjero","","canonical-paths.json","NONE","NONE","PASS"
"/blog/derecho-penal","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/proceso-penal","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/proceso-penal","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-mercantil","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-mercantil","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/extranjeria-migracion","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/extranjeria-migracion","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/hondurenos-en-espana","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-notarial","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-notarial","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/tributario","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/tributario","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/noticias-legales","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/noticias-legales","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derechos-ciudadanos","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-bancario","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-bancario","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-administrativo","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-administrativo","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-aduanero","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-aduanero","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/regulacion-sanitaria","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/propiedad-intelectual","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/propiedad-intelectual","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-ambiental","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-ambiental","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/conciliacion-arbitraje","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/tramites-legales-nacaome","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/tramites-legales-nacaome","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral/demanda-laboral-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral/demanda-laboral-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral/abogado-laboral-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral/abogado-laboral-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/cobro-deudas-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/cobro-deudas-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/abogados-en-nacaome","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-nacaome","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/medidas-sustitutivas-prision-preventiva-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/medidas-sustitutivas-prision-preventiva-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral/despido-laboral-honduras-guia-completa","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-guia-completa","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/pension-alimenticia-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/accidente-transito-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/accidente-transito-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/como-elegir-abogado-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-abogado-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/divorcio-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/abogado-civil-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/abogado-civil-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/que-hacer-si-me-detienen-en-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/que-hacer-si-me-detienen-en-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/abogado-familia-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/abogado-familia-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/errores-contratos-civiles-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/errores-contratos-civiles-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/proceso-consulta-legal-pineda","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/proceso-consulta-legal-pineda","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/servicios-legales-empresas-sur-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/servicios-legales-empresas-sur-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/practica-legal/pineda-asociados-bufete-multidisciplinario-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/practica-legal/pineda-asociados-bufete-multidisciplinario-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/delitos-mas-comunes-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/delitos-mas-comunes-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-mercantil/abogado-empresas-san-lorenzo","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/abogado-empresas-san-lorenzo","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/divorcio-honduras-guia-completa","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-honduras-guia-completa","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/tributario/defensa-sar-choluteca","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/tributario/defensa-sar-choluteca","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/hondurenos-en-espana/hondurenos-espana-documentos","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/hondurenos-espana-documentos","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/defensa-penal-menores-edad-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/defensa-penal-menores-edad-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/tributario/impuesto-renta-personas-fisicas-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-personas-fisicas-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/hondurenos-en-espana/asuntos-familiares-honduras-espana","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/asuntos-familiares-honduras-espana","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-penal/cuando-prescribe-delito-en-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-prescribe-delito-en-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-mercantil/titulos-valores-cheques-sin-fondo-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/titulos-valores-cheques-sin-fondo-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-laboral/derechos-laborales-basicos-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-laboral/derechos-laborales-basicos-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-de-familia/custodia-hijos-honduras-juez","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/custodia-hijos-honduras-juez","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
"/blog/derecho-aduanero/guia-aduanera-importaciones-honduras","blog","true","true","false","allowed","true","false","true","VALIDATE_RUNTIME","https://www.pinedayasociadoshn.com/blog/derecho-aduanero/guia-aduanera-importaciones-honduras","","DB blog_posts/categories","NONE","NONE","PASS"
