"route","slug","category","database_published","database_body_hash","route_handler_exists","redirect_source","redirect_destination","redirect_code","runtime_preview_status","runtime_preview_location","runtime_production_status","runtime_production_location","canonical","in_sitemap","indexable","metadata_override","internal_links_count","gsc_clicks","gsc_impressions","external_backlinks_known","collision_type","recommended_action","final_action","final_status"
"/blog/derecho-ambiental/licencia-ambiental-categorias-plazos-honduras","licencia-ambiental-categorias-plazos-honduras","derecho-ambiental","true","sha256:e2853f59583b15de","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-ambiental/licencia-ambiental-categorias-plazos-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","banco-demanda-deuda-defensa-opciones-honduras","derecho-bancario","true","sha256:d23071217db748e6","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","central-riesgos-honduras-consultar-impugnar","derecho-bancario","true","sha256:2360140fcf23f97d","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/creditos-reestructuracion-deudas","creditos-reestructuracion-deudas","derecho-bancario","true","sha256:7ecaf7761ad7277f","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/creditos-reestructuracion-deudas","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/derechos-consumidor-financiero-honduras-cnbs","derechos-consumidor-financiero-honduras-cnbs","derecho-bancario","true","sha256:8b0f314f0dcb4f21","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/derechos-consumidor-financiero-honduras-cnbs","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer","ejecucion-hipotecaria-honduras-que-hacer","derecho-bancario","true","sha256:4813c9f1ff1327d8","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-bancario/tarjetas-credito-intereses-cargos-defensa-honduras","tarjetas-credito-intereses-cargos-defensa-honduras","derecho-bancario","true","sha256:4f51b7e0c15977bb","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-bancario/tarjetas-credito-intereses-cargos-defensa-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/abogado-civil-choluteca","abogado-civil-choluteca","derecho-civil","true","sha256:57857dadefc44701","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/abogado-civil-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/accidente-transito-choluteca","accidente-transito-choluteca","derecho-civil","true","sha256:f5a1ba2c43475394","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/accidente-transito-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/clausulas-abusivas-contratos-como-detectar-honduras","clausulas-abusivas-contratos-como-detectar-honduras","derecho-civil","true","sha256:5fd4a6a8b4069757","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/clausulas-abusivas-contratos-como-detectar-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/cobro-deudas-choluteca","cobro-deudas-choluteca","derecho-civil","true","sha256:5d1cc1ba0adcf2e7","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/cobro-deudas-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","compraventa-inmuebles-aspectos-legales-honduras","derecho-civil","true","sha256:f0a92b563b22d021","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/contratos-arrendamiento-derechos-obligaciones-honduras","contratos-arrendamiento-derechos-obligaciones-honduras","derecho-civil","true","sha256:c045ac534bc21269","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/contratos-arrendamiento-derechos-obligaciones-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","danos-perjuicios-indemnizacion-honduras","derecho-civil","true","sha256:d278f3eb2cfad389","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/errores-contratos-civiles-honduras","errores-contratos-civiles-honduras","derecho-civil","true","sha256:63ccb992523514d6","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/errores-contratos-civiles-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/prescripcion-deudas-plazos-honduras","prescripcion-deudas-plazos-honduras","derecho-civil","true","sha256:0938d74f5abd5ae4","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/prescripcion-deudas-plazos-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/reclamar-deuda-legalmente-honduras","reclamar-deuda-legalmente-honduras","derecho-civil","true","sha256:8f4fe78855ae0f8c","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/reclamar-deuda-legalmente-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/servicios-legales-empresas-sur-honduras","servicios-legales-empresas-sur-honduras","derecho-civil","true","sha256:169cf040cae55b52","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/servicios-legales-empresas-sur-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/testamentos-sucesiones-herencia-honduras","testamentos-sucesiones-herencia-honduras","derecho-civil","true","sha256:263e0827683bf5c7","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/testamentos-sucesiones-herencia-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","usucapion-prescripcion-adquisitiva-honduras","derecho-civil","true","sha256:a2f2c667b1db9745","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/abogado-familia-choluteca","abogado-familia-choluteca","derecho-de-familia","true","sha256:48af80af89619738","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/abogado-familia-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/adopcion-requisitos-proceso-honduras","adopcion-requisitos-proceso-honduras","derecho-de-familia","true","sha256:3c2c7cd60aecd69f","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/adopcion-requisitos-proceso-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/custodia-hijos-honduras-juez","custodia-hijos-honduras-juez","derecho-de-familia","true","sha256:4be33fee9d83d4fa","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/custodia-hijos-honduras-juez","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/divorcio-choluteca","divorcio-choluteca","derecho-de-familia","true","sha256:4546d4d3f7ffc190","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/divorcio-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/divorcio-honduras-guia-completa","divorcio-honduras-guia-completa","derecho-de-familia","true","sha256:3c2dbf4a9c86adf4","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/divorcio-honduras-guia-completa","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/pension-alimenticia-choluteca","pension-alimenticia-choluteca","derecho-de-familia","true","sha256:01e580a195fc572e","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/pension-alimenticia-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","pension-alimenticia-honduras-guia-completa","derecho-de-familia","true","sha256:554b65d2b762c393","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026","pension-alimenticia-porcentaje-honduras-2026","derecho-de-familia","true","sha256:e0b2fbd4bc37e375","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","union-de-hecho-requisitos-derechos-honduras","derecho-de-familia","true","sha256:63dba72fafa9700f","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/abogado-laboral-choluteca","abogado-laboral-choluteca","derecho-laboral","true","sha256:716c810fda1b65a7","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/abogado-laboral-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/acoso-laboral-mobbing-honduras","acoso-laboral-mobbing-honduras","derecho-laboral","true","sha256:038c7736619ea8e9","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/acoso-laboral-mobbing-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/calcular-liquidacion-laboral-honduras","calcular-liquidacion-laboral-honduras","derecho-laboral","true","sha256:04cc41ef0cb2c281","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/calcular-liquidacion-laboral-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras","contratos-empleadas-domesticas-obligaciones-honduras","derecho-laboral","true","sha256:36b2608badb5e62b","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras","contratos-trabajo-tipos-clausulas-honduras","derecho-laboral","true","sha256:833152c90f6f814d","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/demanda-laboral-choluteca","demanda-laboral-choluteca","derecho-laboral","true","sha256:cdc19f66d72a7c0d","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/demanda-laboral-choluteca","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/derechos-laborales-basicos-honduras","derechos-laborales-basicos-honduras","derecho-laboral","true","sha256:fd922acbd53f77ce","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/derechos-laborales-basicos-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/derechos-trabajadora-embarazada-honduras","derechos-trabajadora-embarazada-honduras","derecho-laboral","true","sha256:002e65b1654391e1","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/derechos-trabajadora-embarazada-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/despido-laboral-honduras-guia-completa","despido-laboral-honduras-guia-completa","derecho-laboral","true","sha256:0420e76a41f24882","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/despido-laboral-honduras-guia-completa","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","jornada-laboral-horas-extra-descansos-honduras","derecho-laboral","true","sha256:a51a669450a0a6ef","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-laboral/riesgos-profesionales-accidentes","riesgos-profesionales-accidentes","derecho-laboral","true","sha256:f42af8b7c5443658","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-laboral/riesgos-profesionales-accidentes","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/abogado-empresas-san-lorenzo","abogado-empresas-san-lorenzo","derecho-mercantil","true","sha256:928daf427759cf57","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/abogado-empresas-san-lorenzo","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","competencia-desleal-como-denunciar-honduras","derecho-mercantil","true","sha256:e49e658c3a01c355","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/contratos-franquicia-aspectos","contratos-franquicia-aspectos","derecho-mercantil","true","sha256:155d76544c53a84c","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/contratos-franquicia-aspectos","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras","contratos-mercantiles-esenciales-empresas-honduras","derecho-mercantil","true","sha256:7aec743208b47dc0","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras","incumplimiento-contrato-comercial-honduras","derecho-mercantil","true","sha256:7e9bafaa77ac4286","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","tipos-sociedad-mercantil-honduras","derecho-mercantil","true","sha256:020edfd75fc8bc48","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-mercantil/titulos-valores-cheques-sin-fondo-honduras","titulos-valores-cheques-sin-fondo-honduras","derecho-mercantil","true","sha256:8ca172f36f753ded","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-mercantil/titulos-valores-cheques-sin-fondo-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-notarial/poder-legal-honduras-cuando-se-necesita","poder-legal-honduras-cuando-se-necesita","derecho-notarial","true","sha256:160edca4e27b0b92","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-notarial/poder-legal-honduras-cuando-se-necesita","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos","poder-notarial-honduras-tipos-requisitos","derecho-notarial","true","sha256:4831906635e2243c","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/abogado-penalista-sur-honduras","abogado-penalista-sur-honduras","derecho-penal","true","sha256:9449f7336feb5774","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/abogado-penalista-sur-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras","allanamiento-ilegal-violacion-domicilio-honduras","derecho-penal","true","sha256:458cad4fdafe0a53","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/antejuicio-en-honduras","antejuicio-en-honduras","derecho-penal","true","sha256:00d0bccbd6e44775","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/antejuicio-en-honduras","true","true","false","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","audiencia-inicial-proceso-penal-honduras","derecho-penal","true","sha256:88865dd442259b09","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras","cuando-necesito-abogado-penalista-honduras","derecho-penal","true","sha256:cb4a495154c3cf26","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
"/blog/derecho-penal/cuando-prescribe-delito-en-honduras","cuando-prescribe-delito-en-honduras","derecho-penal","true","sha256:60988525da867d7a","true","false","","","VALIDATE_AFTER_DEPLOY","","READ_ONLY_NOT_MUTATED","","/blog/derecho-penal/cuando-prescribe-delito-en-honduras","true","true","true","","","","","NONE","KEEP","KEEP","SAFE"
