"url","service_link","author_link","cluster_links","official_sources","cta","broken_links","generic_anchors","action","status"
"/blog/proceso-penal/recursos-sentencia-penal-apelacion-casacion-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-laboral/acoso-laboral-mobbing-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/derecho-ambiental/derecho-ambiental-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/derecho-de-familia/custodia-hijos-honduras-juez","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-civil/prescripcion-deudas-plazos-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/tributario/impuesto-renta-personas-fisicas-honduras","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-penal/delitos-mas-comunes-honduras","yes","yes","4","0","yes","0","0","NONE","PASS"
"/blog/proceso-penal/juicio-oral-etapas-que-esperar-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-aduanero/abogado-aduanero-san-lorenzo","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derechos-ciudadanos/derecho-de-peticion-instituciones-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/hondurenos-en-espana/asuntos-familiares-honduras-espana","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/tributario/sar-notifica-fiscalizacion-que-hacer-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/proceso-penal/etapa-investigacion-proceso-penal-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/hondurenos-en-espana/tributar-espana-bienes-guia","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/practica-legal/lavado-activos-obligaciones","yes","yes","4","0","yes","0","0","NONE","PASS"
"/blog/derecho-penal/antejuicio-en-honduras","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/regulacion-sanitaria/responsabilidad-medica-mala-praxis-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-penal/fianza-medidas-cautelares-proceso-penal-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/derecho-aduanero/guia-aduanera-importaciones-honduras","yes","yes","9","0","yes","0","0","NONE","PASS"
"/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/propiedad-intelectual/patentes-requisitos-proceso-solicitud-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-aduanero/importar-china-guia-aduanera","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/propiedad-intelectual/registrar-marca-honduras-paso-a-paso","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/practica-legal/como-obtener-rtn-personas-empresas-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/propiedad-intelectual/contratos-confidencialidad-nda-secreto-comercial-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/hondurenos-en-espana/poder-desde-espana-para-tramites-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-de-familia/divorcio-honduras-guia-completa","yes","yes","4","0","yes","0","0","NONE","PASS"
"/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/hondurenos-en-espana/hondurenos-espana-documentos","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-penal/defensa-penal-menores-edad-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-laboral/demanda-laboral-choluteca","yes","yes","11","0","yes","0","0","NONE","PASS"
"/blog/derecho-penal/defensa-penal-honduras","yes","yes","9","0","yes","0","0","NONE","PASS"
"/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/derecho-laboral/derechos-trabajadora-embarazada-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
"/blog/practica-legal/proceso-consulta-legal-pineda","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-civil/errores-contratos-civiles-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-administrativo/recurso-de-amparo-honduras-guia-completa","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/hondurenos-en-espana/herencias-transfronterizas-bienes","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-laboral/abogado-laboral-choluteca","yes","yes","11","0","yes","0","0","NONE","PASS"
"/blog/derecho-civil/accidente-transito-choluteca","yes","yes","6","0","yes","0","0","NONE","PASS"
"/blog/practica-legal/tramites-legales-nacaome","yes","yes","6","0","yes","0","0","NONE","PASS"
"/blog/derecho-laboral/despido-laboral-honduras-guia-completa","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-laboral/calcular-liquidacion-laboral-honduras","yes","yes","4","0","yes","0","0","NONE","PASS"
"/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","yes","yes","6","0","yes","0","0","NONE","PASS"
"/blog/practica-legal/como-preparar-demanda-guia-no-abogados-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/extranjeria-migracion/visas-inversion-rentista-pensionado","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/hondurenos-en-espana/nacionalidad-espanola-para-hondurenos-residencia-plazos","yes","yes","0","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-administrativo/despido-empleados-publicos-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-de-familia/divorcio-choluteca","yes","yes","10","0","yes","0","0","NONE","PASS"
"/blog/derecho-penal/medidas-sustitutivas-prision-preventiva-honduras","yes","yes","4","0","yes","0","0","NONE","PASS"
"/blog/derecho-administrativo/sanciones-administrativas-como-defenderse-honduras","yes","yes","1","0","yes","0","0","REVIEW_LINKS_AND_SOURCES","ACTION_REQUIRED"
"/blog/derecho-penal/que-hacer-si-me-detienen-en-honduras","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-notarial/poder-legal-honduras-cuando-se-necesita","yes","yes","2","0","yes","0","0","NONE","PASS"
"/blog/derecho-laboral/derechos-laborales-basicos-honduras","yes","yes","3","0","yes","0","0","NONE","PASS"
"/blog/derecho-civil/servicios-legales-empresas-sur-honduras","yes","yes","5","0","yes","0","0","NONE","PASS"
